firm_id int, firm_name varchar(100), firm_url varchar(300), site_status int, ceo_name varchar(50), settling_day date, exective_name1 varchar(50), exective_name2 varchar(50), exective_name3 varchar(50), exective_name4 varchar(50), exective_name5 varchar(50), exective_name6 varchar(50), exective_name7 varchar(50), exective_name8 varchar(50), exective_name9 varchar(50), exective_name10 varchar(50), exective_name11 varchar(50), exective_name12 varchar(50), exective_name13 varchar(50), exective_name14 varchar(50), exective_name15 varchar(50), ir_url varchar(300), ceo_face_pic_url varchar(300), done int
2607,不二製油グループ本社,,,,,,,,,,,,,,,,,,,,,,1
2608,ボーソー油脂,,,,,,,,,,,,,,,,,,,,,,1
2612,かどや製油,,,,,,,,,,,,,,,,,,,,,,1
2613,Ｊ－オイルミルズ,,,,,,,,,,,,,,,,,,,,,,1
2651,ローソン,,,,,,,,,,,,,,,,,,,,,,1
2652,まんだらけ,,,,,,,,,,,,,,,,,,,,,,1
2653,イオン九州,,,,,,,,,,,,,,,,,,,,,,1
2654,アスモ,,,,,,,,,,,,,,,,,,,,,,1
2655,マックスバリュ東北,,,,,,,,,,,,,,,,,,,,,,1
2656,ベクター,,,,,,,,,,,,,,,,,,,,,,1
2659,サンエー,,,,,,,,,,,,,,,,,,,,,,1
2664,カワチ薬品,,,,,,,,,,,,,,,,,,,,,,1
2666,オートウェーブ,,,,,,,,,,,,,,,,,,,,,,1
2667,イメージ　ワン,,,,,,,,,,,,,,,,,,,,,,1
2668,タビオ,,,,,,,,,,,,,,,,,,,,,,1
2669,カネ美食品,,,,,,,,,,,,,,,,,,,,,,1
2670,エービーシー・マート,,,,,,,,,,,,,,,,,,,,,,1
2673,夢みつけ隊,,,,,,,,,,,,,,,,,,,,,,1
2674,ハードオフコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
2675,ダイナックホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2676,高千穂交易,,,,,,,,,,,,,,,,,,,,,,1
2678,アスクル,,,,,,,,,,,,,,,,,,,,,,1
2681,ゲオホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2683,魚喜,,,,,,,,,,,,,,,,,,,,,,1
2685,アダストリア,,,,,,,,,,,,,,,,,,,,,,1
2686,ジーフット,,,,,,,,,,,,,,,,,,,,,,1
2687,シー・ヴイ・エス・ベイエリア,,,,,,,,,,,,,,,,,,,,,,1
2689,カワニシホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2692,伊藤忠食品,,,,,,,,,,,,,,,,,,,,,,1
2693,ＹＫＴ,,,,,,,,,,,,,,,,,,,,,,1
2694,ジー・テイスト,,,,,,,,,,,,,,,,,,,,,,1
2695,くら寿司,,,,,,,,,,,,,,,,,,,,,,1
2698,キャンドゥ,,,,,,,,,,,,,,,,,,,,,,1
2700,木徳神糧,,,,,,,,,,,,,,,,,,,,,,1
2702,日本マクドナルドホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2703,日本ライトン,,,,,,,,,,,,,,,,,,,,,,1
2705,大戸屋ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2706,ブロッコリー,,,,,,,,,,,,,,,,,,,,,,1
2708,久世,,,,,,,,,,,,,,,,,,,,,,1
2714,プラマテルズ,,,,,,,,,,,,,,,,,,,,,,1
2715,エレマテック,,,,,,,,,,,,,,,,,,,,,,1
2721,ジェイホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2722,アイケイ,,,,,,,,,,,,,,,,,,,,,,1
2726,パルグループホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2729,ＪＡＬＵＸ,,,,,,,,,,,,,,,,,,,,,,1
2730,エディオン,,,,,,,,,,,,,,,,,,,,,,1
2733,あらた,,,,,,,,,,,,,,,,,,,,,,1
2734,サーラコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
2735,ワッツ,,,,,,,,,,,,,,,,,,,,,,1
2736,フェスタリアホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2737,トーメンデバイス,,,,,,,,,,,,,,,,,,,,,,1
2742,ハローズ,,,,,,,,,,,,,,,,,,,,,,1
2743,ピクセルカンパニーズ,,,,,,,,,,,,,,,,,,,,,,1
2747,北雄ラッキー,,,,,,,,,,,,,,,,,,,,,,1
2749,ＪＰホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2750,石光商事,,,,,,,,,,,,,,,,,,,,,,1
2751,テンポスホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2752,フジオフードシステム,,,,,,,,,,,,,,,,,,,,,,1
2753,あみやき亭,,,,,,,,,,,,,,,,,,,,,,1
2754,東葛ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2760,東京エレクトロン　デバイス,,,,,,,,,,,,,,,,,,,,,,1
2761,トシン・グループ,,,,,,,,,,,,,,,,,,,,,,1
2762,三光マーケティングフーズ,,,,,,,,,,,,,,,,,,,,,,1
2763,エフティグループ,,,,,,,,,,,,,,,,,,,,,,1
2764,ひらまつ,,,,,,,,,,,,,,,,,,,,,,1
2767,フィールズ,,,,,,,,,,,,,,,,,,,,,,1
2768,双日,,,,,,,,,,,,,,,,,,,,,,1
2769,ウ゛ィレッジウ゛ァンガードコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
2773,ミューチュアル,,,,,,,,,,,,,,,,,,,,,,1
2776,新都ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2777,カッシーナ・イクスシー,,,,,,,,,,,,,,,,,,,,,,1
2778,パレモ・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2780,コメ兵,,,,,,,,,,,,,,,,,,,,,,1
2782,セリア,,,,,,,,,,,,,,,,,,,,,,1
2784,アルフレッサ　ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2788,アップルインターナショナル,,,,,,,,,,,,,,,,,,,,,,1
2789,カルラ,,,,,,,,,,,,,,,,,,,,,,1
2790,ナフコ,,,,,,,,,,,,,,,,,,,,,,1
2791,大黒天物産,,,,,,,,,,,,,,,,,,,,,,1
2792,ハニーズホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2795,日本プリメックス,,,,,,,,,,,,,,,,,,,,,,1
2796,ファーマライズホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2798,ワイズテーブルコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
2801,キッコーマン,,,,,,,,,,,,,,,,,,,,,,1
2802,味の素,,,,,,,,,,,,,,,,,,,,,,1
2804,ブルドックソース,,,,,,,,,,,,,,,,,,,,,,1
2805,ヱスビー食品,,,,,,,,,,,,,,,,,,,,,,1
2806,ユタカフーズ,,,,,,,,,,,,,,,,,,,,,,1
2809,キユーピー,,,,,,,,,,,,,,,,,,,,,,1
2810,ハウス食品グループ本社,,,,,,,,,,,,,,,,,,,,,,1
2811,カゴメ,,,,,,,,,,,,,,,,,,,,,,1
2812,焼津水産化学工業,,,,,,,,,,,,,,,,,,,,,,1
2813,和弘食品,,,,,,,,,,,,,,,,,,,,,,1
2814,佐藤食品工業,,,,,,,,,,,,,,,,,,,,,,1
2815,アリアケジャパン,,,,,,,,,,,,,,,,,,,,,,1
2816,ダイショー,,,,,,,,,,,,,,,,,,,,,,1
2818,ピエトロ,,,,,,,,,,,,,,,,,,,,,,1
2819,エバラ食品工業,,,,,,,,,,,,,,,,,,,,,,1
2820,やまみ,,,,,,,,,,,,,,,,,,,,,,1
2830,アヲハタ,,,,,,,,,,,,,,,,,,,,,,1
2831,はごろもフーズ,,,,,,,,,,,,,,,,,,,,,,1
2871,ニチレイ,,,,,,,,,,,,,,,,,,,,,,1
2872,セイヒョー,,,,,,,,,,,,,,,,,,,,,,1
2874,横浜冷凍,,,,,,,,,,,,,,,,,,,,,,1
2875,東洋水産,,,,,,,,,,,,,,,,,,,,,,1
2876,ジェーシー・コムサ,,,,,,,,,,,,,,,,,,,,,,1
2877,日東ベスト,,,,,,,,,,,,,,,,,,,,,,1
2882,イートアンド,,,,,,,,,,,,,,,,,,,,,,1
2883,大冷,,,,,,,,,,,,,,,,,,,,,,1
2884,ヨシムラ・フード・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2892,日本食品化工,,,,,,,,,,,,,,,,,,,,,,1
2894,石井食品,,,,,,,,,,,,,,,,,,,,,,1
2897,日清食品ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2899,永谷園ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2901,石垣食品,,,,,,,,,,,,,,,,,,,,,,1
2903,シノブフーズ,,,,,,,,,,,,,,,,,,,,,,1
2904,一正蒲鉾,,,,,,,,,,,,,,,,,,,,,,1
2905,オーケー食品工業,,,,,,,,,,,,,,,,,,,,,,1
2907,あじかん,,,,,,,,,,,,,,,,,,,,,,1
2908,フジッコ,,,,,,,,,,,,,,,,,,,,,,1
2910,ロック・フィールド,,,,,,,,,,,,,,,,,,,,,,1
2911,旭松食品,,,,,,,,,,,,,,,,,,,,,,1
2914,日本たばこ産業,,,,,,,,,,,,,,,,,,,,,,1
2915,ケンコーマヨネーズ,,,,,,,,,,,,,,,,,,,,,,1
2916,仙波糖化工業,,,,,,,,,,,,,,,,,,,,,,1
2917,大森屋,,,,,,,,,,,,,,,,,,,,,,1
2918,わらべや日洋ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2922,なとり,,,,,,,,,,,,,,,,,,,,,,1
2923,サトウ食品工業,,,,,,,,,,,,,,,,,,,,,,1
2924,イフジ産業,,,,,,,,,,,,,,,,,,,,,,1
2925,ピックルスコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
2926,篠崎屋,,,,,,,,,,,,,,,,,,,,,,1
2927,ＡＦＣ－ＨＤアムスライフサイエンス,,,,,,,,,,,,,,,,,,,,,,1
2929,ファーマフーズ,,,,,,,,,,,,,,,,,,,,,,1
2930,北の達人コーポレーション,,,,,,,,,,,,,,,,,,,,,,1
2931,ユーグレナ,,,,,,,,,,,,,,,,,,,,,,1
2970,グッドライフカンパニー,,,,,,,,,,,,,,,,,,,,,,1
2971,エスコンジャパンリート投資法人,,,,,,,,,,,,,,,,,,,,,,1
2972,サンケイリアルエステート投資法人,,,,,,,,,,,,,,,,,,,,,,1
2975,スター・マイカ・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
2977,アーバンビジョン,,,,,,,,,,,,,,,,,,,,,,1
2978,ツクルバ,,,,,,,,,,,,,,,,,,,,,,1
3001,片倉工業,,,,,,,,,,,,,,,,,,,,,,1
3002,グンゼ,,,,,,,,,,,,,,,,,,,,,,1
3003,ヒューリック,,,,,,,,,,,,,,,,,,,,,,1
3004,神栄,,,,,,,,,,,,,,,,,,,,,,1
3010,価値開発,,,,,,,,,,,,,,,,,,,,,,1
3011,バナーズ,,,,,,,,,,,,,,,,,,,,,,1
3020,アプライド,,,,,,,,,,,,,,,,,,,,,,1
3021,パシフィックネット,,,,,,,,,,,,,,,,,,,,,,1
3023,ラサ商事,,,,,,,,,,,,,,,,,,,,,,1
3024,クリエイト,,,,,,,,,,,,,,,,,,,,,,1
3028,アルペン,,,,,,,,,,,,,,,,,,,,,,1
3030,ハブ,,,,,,,,,,,,,,,,,,,,,,1
3031,ラクーンホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3034,クオールホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3035,ケイティケイ,,,,,,,,,,,,,,,,,,,,,,1
3036,アルコニックス,,,,,,,,,,,,,,,,,,,,,,1
3038,神戸物産,,,,,,,,,,,,,,,,,,,,,,1
3039,碧,,,,,,,,,,,,,,,,,,,,,,1
3040,ソリトンシステムズ,,,,,,,,,,,,,,,,,,,,,,1
3041,ビューティ花壇,,,,,,,,,,,,,,,,,,,,,,1
3042,セキュアヴェイル,,,,,,,,,,,,,,,,,,,,,,1
3045,カワサキ,,,,,,,,,,,,,,,,,,,,,,1
3046,ジンズホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3048,ビックカメラ,,,,,,,,,,,,,,,,,,,,,,1
3050,ＤＣＭホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3053,ペッパーフードサービス,,,,,,,,,,,,,,,,,,,,,,1
3054,ハイパー,,,,,,,,,,,,,,,,,,,,,,1
3058,三洋堂ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3059,ヒラキ,,,,,,,,,,,,,,,,,,,,,,1
3063,ジェイグループホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3064,ＭｏｎｏｔａＲＯ,,,,,,,,,,,,,,,,,,,,,,1
3065,ライフフーズ,,,,,,,,,,,,,,,,,,,,,,1
3067,東京一番フーズ,,,,,,,,,,,,,,,,,,,,,,1
3068,ＷＤＩ,,,,,,,,,,,,,,,,,,,,,,1
3069,ＪＦＬＡホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3070,アマガサ,,,,,,,,,,,,,,,,,,,,,,1
3071,ストリーム,,,,,,,,,,,,,,,,,,,,,,1
3073,ＤＤホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3075,銚子丸,,,,,,,,,,,,,,,,,,,,,,1
3076,あい　ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3077,ホリイフードサービス,,,,,,,,,,,,,,,,,,,,,,1
3079,ディーブイエックス,,,,,,,,,,,,,,,,,,,,,,1
3080,ジェーソン,,,,,,,,,,,,,,,,,,,,,,1
3082,きちりホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3083,シーズメン,,,,,,,,,,,,,,,,,,,,,,1
3085,アークランドサービスホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3086,Ｊ．フロント　リテイリング,,,,,,,,,,,,,,,,,,,,,,1
3087,ドトール・日レスホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3088,マツモトキヨシホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3089,テクノアルファ,,,,,,,,,,,,,,,,,,,,,,1
3091,ブロンコビリー,,,,,,,,,,,,,,,,,,,,,,1
3092,ＺＯＺＯ,,,,,,,,,,,,,,,,,,,,,,1
3093,トレジャー・ファクトリー,,,,,,,,,,,,,,,,,,,,,,1
3094,スーパーバリュー,,,,,,,,,,,,,,,,,,,,,,1
3096,オーシャンシステム,,,,,,,,,,,,,,,,,,,,,,1
3097,物語コーポレーション,,,,,,,,,,,,,,,,,,,,,,1
3098,ココカラファイン,,,,,,,,,,,,,,,,,,,,,,1
3099,三越伊勢丹ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3101,東洋紡,,,,,,,,,,,,,,,,,,,,,,1
3103,ユニチカ,,,,,,,,,,,,,,,,,,,,,,1
3104,富士紡ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3105,日清紡ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3106,倉敷紡績,,,,,,,,,,,,,,,,,,,,,,1
3107,ダイワボウホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3109,シキボウ,,,,,,,,,,,,,,,,,,,,,,1
3110,日東紡績,,,,,,,,,,,,,,,,,,,,,,1
3111,オーミケンシ,,,,,,,,,,,,,,,,,,,,,,1
3113,Ｏａｋ　キャピタル,,,,,,,,,,,,,,,,,,,,,,1
3116,トヨタ紡織,,,,,,,,,,,,,,,,,,,,,,1
3121,マーチャント・バンカーズ,,,,,,,,,,,,,,,,,,,,,,1
3123,サイボー,,,,,,,,,,,,,,,,,,,,,,1
3125,新内外綿,,,,,,,,,,,,,,,,,,,,,,1
3131,シンデン・ハイテックス,,,,,,,,,,,,,,,,,,,,,,1
3132,マクニカ・富士エレホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3133,海帆,,,,,,,,,,,,,,,,,,,,,,1
3134,Ｈａｍｅｅ,,,,,,,,,,,,,,,,,,,,,,1
3135,マーケットエンタープライズ,,,,,,,,,,,,,,,,,,,,,,1
3137,ファンデリー,,,,,,,,,,,,,,,,,,,,,,1
3138,富士山マガジンサービス,,,,,,,,,,,,,,,,,,,,,,1
3139,ラクト・ジャパン,,,,,,,,,,,,,,,,,,,,,,1
3140,イデアインターナショナル,,,,,,,,,,,,,,,,,,,,,,1
3141,ウエルシアホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3143,オーウイル,,,,,,,,,,,,,,,,,,,,,,1
3148,クリエイトＳＤホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3150,グリムス,,,,,,,,,,,,,,,,,,,,,,1
3151,バイタルケーエスケー・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3153,八洲電機,,,,,,,,,,,,,,,,,,,,,,1
3154,メディアスホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3156,レスターホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3157,ジューテックホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3159,丸善ＣＨＩホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3160,大光,,,,,,,,,,,,,,,,,,,,,,1
3161,アゼアス,,,,,,,,,,,,,,,,,,,,,,1
3166,ＯＣＨＩホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3167,ＴＯＫＡＩホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3168,黒谷,,,,,,,,,,,,,,,,,,,,,,1
3169,ミサワ,,,,,,,,,,,,,,,,,,,,,,1
3171,マックスバリュ九州,,,,,,,,,,,,,,,,,,,,,,1
3172,ティーライフ,,,,,,,,,,,,,,,,,,,,,,1
3173,Ｃｏｍｉｎｉｘ,,,,,,,,,,,,,,,,,,,,,,1
3174,ハピネス・アンド・ディ,,,,,,,,,,,,,,,,,,,,,,1
3175,エー・ピーカンパニー,,,,,,,,,,,,,,,,,,,,,,1
3176,三洋貿易,,,,,,,,,,,,,,,,,,,,,,1
3177,ありがとうサービス,,,,,,,,,,,,,,,,,,,,,,1
3178,チムニー,,,,,,,,,,,,,,,,,,,,,,1
3179,シュッピン,,,,,,,,,,,,,,,,,,,,,,1
3180,ビューティガレージ,,,,,,,,,,,,,,,,,,,,,,1
3181,買取王国,,,,,,,,,,,,,,,,,,,,,,1
3182,オイシックス・ラ・大地,,,,,,,,,,,,,,,,,,,,,,1
3183,ウイン・パートナーズ,,,,,,,,,,,,,,,,,,,,,,1
3184,ＩＣＤＡホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3185,夢展望,,,,,,,,,,,,,,,,,,,,,,1
3186,ネクステージ,,,,,,,,,,,,,,,,,,,,,,1
3187,サンワカンパニー,,,,,,,,,,,,,,,,,,,,,,1
3189,ＡＮＡＰ,,,,,,,,,,,,,,,,,,,,,,1
3190,ホットマン,,,,,,,,,,,,,,,,,,,,,,1
3191,ジョイフル本田,,,,,,,,,,,,,,,,,,,,,,1
3192,白鳩,,,,,,,,,,,,,,,,,,,,,,1
3193,鳥貴族,,,,,,,,,,,,,,,,,,,,,,1
3194,キリン堂ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3195,ジェネレーションパス,,,,,,,,,,,,,,,,,,,,,,1
3196,ホットランド,,,,,,,,,,,,,,,,,,,,,,1
3197,すかいらーくホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3198,ＳＦＰホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3199,綿半ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3201,日本毛織,,,,,,,,,,,,,,,,,,,,,,1
3202,ダイトウボウ,,,,,,,,,,,,,,,,,,,,,,1
3204,トーア紡コーポレーション,,,,,,,,,,,,,,,,,,,,,,1
3205,ダイドーリミテッド,,,,,,,,,,,,,,,,,,,,,,1
3209,カネヨウ,,,,,,,,,,,,,,,,,,,,,,1
3221,ヨシックス,,,,,,,,,,,,,,,,,,,,,,1
3222,ユナイテッド・スーパーマーケット・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3223,エスエルディー,,,,,,,,,,,,,,,,,,,,,,1
3224,ゼネラル・オイスター,,,,,,,,,,,,,,,,,,,,,,1
3226,日本アコモデーションファンド投資法人,,,,,,,,,,,,,,,,,,,,,,1
3227,ＭＣＵＢＳ　ＭｉｄＣｉｔｙ投資法人,,,,,,,,,,,,,,,,,,,,,,1
3228,三栄建築設計,,,,,,,,,,,,,,,,,,,,,,1
3231,野村不動産ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3232,三重交通グループホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3234,森ヒルズリート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3236,プロパスト,,,,,,,,,,,,,,,,,,,,,,1
3237,イントランス,,,,,,,,,,,,,,,,,,,,,,1
3238,セントラル総合開発,,,,,,,,,,,,,,,,,,,,,,1
3241,ウィル,,,,,,,,,,,,,,,,,,,,,,1
3242,アーバネットコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
3244,サムティ,,,,,,,,,,,,,,,,,,,,,,1
3245,ディア・ライフ,,,,,,,,,,,,,,,,,,,,,,1
3246,コーセーアールイー,,,,,,,,,,,,,,,,,,,,,,1
3248,アールエイジ,,,,,,,,,,,,,,,,,,,,,,1
3249,産業ファンド投資法人,,,,,,,,,,,,,,,,,,,,,,1
3250,エー・ディー・ワークス,,,,,,,,,,,,,,,,,,,,,,1
32509,エー・ディー・ワークス 新株予約権,,,,,,,,,,,,,,,,,,,,,,1
3252,日本商業開発,,,,,,,,,,,,,,,,,,,,,,1
3254,プレサンスコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
3258,ユニゾホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3261,グランディーズ,,,,,,,,,,,,,,,,,,,,,,1
3264,アスコット,,,,,,,,,,,,,,,,,,,,,,1
3266,ファンドクリエーショングループ,,,,,,,,,,,,,,,,,,,,,,1
3267,フィル・カンパニー,,,,,,,,,,,,,,,,,,,,,,1
3269,アドバンス・レジデンス投資法人,,,,,,,,,,,,,,,,,,,,,,1
3271,ＴＨＥグローバル社,,,,,,,,,,,,,,,,,,,,,,1
3275,ハウスコム,,,,,,,,,,,,,,,,,,,,,,1
3276,日本管理センター,,,,,,,,,,,,,,,,,,,,,,1
3277,サンセイランディック,,,,,,,,,,,,,,,,,,,,,,1
3278,ケネディクス・レジデンシャル・ネクスト投資法人,,,,,,,,,,,,,,,,,,,,,,1
3279,アクティビア・プロパティーズ投資法人,,,,,,,,,,,,,,,,,,,,,,1
3280,エストラスト,,,,,,,,,,,,,,,,,,,,,,1
3281,ＧＬＰ投資法人,,,,,,,,,,,,,,,,,,,,,,1
3282,コンフォリア・レジデンシャル投資法人,,,,,,,,,,,,,,,,,,,,,,1
3283,日本プロロジスリート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3284,フージャースホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3286,トラストホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3287,星野リゾート・リート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3288,オープンハウス,,,,,,,,,,,,,,,,,,,,,,1
3289,東急不動産ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3290,Ｏｎｅリート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3291,飯田グループホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3292,イオンリート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3293,アズマハウス,,,,,,,,,,,,,,,,,,,,,,1
3294,イーグランド,,,,,,,,,,,,,,,,,,,,,,1
3295,ヒューリックリート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3296,日本リート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3297,東武住販,,,,,,,,,,,,,,,,,,,,,,1
3298,インベスコ・オフィス・ジェイリート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3299,ムゲンエステート,,,,,,,,,,,,,,,,,,,,,,1
3300,ＡＭＢＩＴＩＯＮ,,,,,,,,,,,,,,,,,,,,,,1
3302,帝国繊維,,,,,,,,,,,,,,,,,,,,,,1
3306,日本製麻,,,,,,,,,,,,,,,,,,,,,,1
3308,日本ヘルスケア投資法人,,,,,,,,,,,,,,,,,,,,,,1
3309,積水ハウス・リート投資法人,,,,,,,,,,,,,,,,,,,,,,1
3315,日本コークス工業,,,,,,,,,,,,,,,,,,,,,,1
3316,東京日産コンピュータシステム,,,,,,,,,,,,,,,,,,,,,,1
3317,フライングガーデン,,,,,,,,,,,,,,,,,,,,,,1
3319,ゴルフダイジェスト・オンライン,,,,,,,,,,,,,,,,,,,,,,1
3320,クロスプラス,,,,,,,,,,,,,,,,,,,,,,1
3321,ミタチ産業,,,,,,,,,,,,,,,,,,,,,,1
3322,アルファグループ,,,,,,,,,,,,,,,,,,,,,,1
3323,レカム,,,,,,,,,,,,,,,,,,,,,,1
3326,ランシステム,,,,,,,,,,,,,,,,,,,,,,1
3328,ＢＥＥＮＯＳ,,,,,,,,,,,,,,,,,,,,,,1
3329,東和フードサービス,,,,,,,,,,,,,,,,,,,,,,1
3333,あさひ,,,,,,,,,,,,,,,,,,,,,,1
3341,日本調剤,,,,,,,,,,,,,,,,,,,,,,1
3344,ワンダーコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
3347,トラスト,,,,,,,,,,,,,,,,,,,,,,1
3349,コスモス薬品,,,,,,,,,,,,,,,,,,,,,,1
3350,レッド・プラネット・ジャパン,,,,,,,,,,,,,,,,,,,,,,1
3352,バッファロー,,,,,,,,,,,,,,,,,,,,,,1
3353,メディカル一光,,,,,,,,,,,,,,,,,,,,,,1
3355,クリヤマホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3356,テリロジー,,,,,,,,,,,,,,,,,,,,,,1
3358,ワイエスフード,,,,,,,,,,,,,,,,,,,,,,1
3359,タイセイ,,,,,,,,,,,,,,,,,,,,,,1
3360,シップヘルスケアホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3361,トーエル,,,,,,,,,,,,,,,,,,,,,,1
3370,フジタコーポレーション,,,,,,,,,,,,,,,,,,,,,,1
3371,ソフトクリエイトホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3372,関門海,,,,,,,,,,,,,,,,,,,,,,1
3374,内外テック,,,,,,,,,,,,,,,,,,,,,,1
3375,ＺＯＡ,,,,,,,,,,,,,,,,,,,,,,1
3376,オンリー,,,,,,,,,,,,,,,,,,,,,,1
3377,バイク王＆カンパニー,,,,,,,,,,,,,,,,,,,,,,1
3382,セブン＆アイ・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3385,薬王堂,,,,,,,,,,,,,,,,,,,,,,1
3386,コスモ・バイオ,,,,,,,,,,,,,,,,,,,,,,1
3387,クリエイト・レストランツ・ホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3388,明治電機工業,,,,,,,,,,,,,,,,,,,,,,1
3390,ＩＮＥＳＴ,,,,,,,,,,,,,,,,,,,,,,1
3391,ツルハホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3392,デリカフーズホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3393,スターティアホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3395,サンマルクホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3396,フェリシモ,,,,,,,,,,,,,,,,,,,,,,1
3397,トリドールホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3399,丸千代山岡家,,,,,,,,,,,,,,,,,,,,,,1
3401,帝人,,,,,,,,,,,,,,,,,,,,,,1
3402,東レ,,,,,,,,,,,,,,,,,,,,,,1
3405,クラレ,,,,,,,,,,,,,,,,,,,,,,1
3407,旭化成,,,,,,,,,,,,,,,,,,,,,,1
3408,サカイオーベックス,,,,,,,,,,,,,,,,,,,,,,1
3409,北日本紡績,,,,,,,,,,,,,,,,,,,,,,1
3415,ＴＯＫＹＯ　ＢＡＳＥ,,,,,,,,,,,,,,,,,,,,,,1
3416,ピクスタ,,,,,,,,,,,,,,,,,,,,,,1
3417,大木ヘルスケアホールディングス,,,,,,,,,,,,,,,,,,,,,,1
3418,バルニバービ,,,,,,,,,,,,,,,,,,,,,,1
3420,ケー・エフ・シー,,,,,,,,,,,,,,,,,,,,,,1
